"","datetime","city","country","shape"
"34156",2020-03-01,"molalla","us","disk"
"46504",2020-05-12,"molalla","us","disk"
"79953",2020-08-07,"molalla","us","disk"
"63153",2019-07-15,"moline","us","disk"
"52348",2019-06-01,"molong (australia)","au","disk"
"75240",2020-08-19,"monaco (france)","","disk"
"11367",2020-11-17,"moncks corner","us","disk"
"54583",2019-06-15,"moncton (canada)","ca","disk"
"19441",2020-12-01,"monmouth","us","disk"
"46374",2020-05-01,"monongahela","us","disk"
"39845",2019-04-11,"monreal (canada)","","disk"
"1952",2019-10-15,"monroe","us","disk"
"4893",2019-10-25,"monroe","us","disk"
"45226",2020-04-07,"monroe","us","disk"
"74736",2020-08-17,"monroe","us","disk"
"72264",2020-08-01,"monroeton","us","disk"
"39037",2019-03-07,"monrovia","us","disk"
"40328",2019-04-12,"monrovia","us","disk"
"74520",2020-08-16,"monrovia","us","disk"
"86213",2019-09-26,"monsey","us","disk"
"63825",2019-07-16,"mont-tremblant (canada)","ca","disk"
"17252",2019-11-07,"montagny (france)","","disk"
"40726",2020-04-14,"montauk","us","disk"
"65633",2020-07-02,"monterey","us","disk"
"82707",2019-09-15,"monterey","us","disk"
"54166",2019-06-15,"monterey bay/fort ord rifle range","","disk"
"8869",2020-11-11,"monterey/san francisco (between; in-flight sighting)","","disk"
"49255",2020-05-25,"monterrey (mexico)","","disk"
"24842",2020-01-24,"montgomery","us","disk"
"52593",2019-06-01,"montgomery","us","disk"
"58645",2019-06-30,"montgomery","us","disk"
"64692",2020-07-19,"montgomery","us","disk"
"68123",2020-07-31,"montgomery","us","disk"
"85736",2020-09-23,"montgomery","us","disk"
"48460",2020-05-21,"monticello","us","disk"
"67730",2020-07-30,"monticello","us","disk"
"45288",2020-04-07,"montmagny (canada)","ca","disk"
"68331",2020-07-03,"montour falls","us","disk"
"60744",2020-06-09,"montreal (canada)","ca","disk"
"8624",2020-11-10,"montville","","disk"
"52840",2019-06-01,"monument valley","","disk"
"86958",2020-09-29,"mooers","us","disk"
"75339",2020-08-19,"moore","us","disk"
"79957",2020-08-07,"mooresville","us","disk"
"88285",2020-09-06,"mooresville","us","disk"
"44476",2020-04-03,"moorsville","","disk"
"84912",2019-09-02,"moose lake","us","disk"
"4784",2020-10-24,"morden&#44 surrey (uk/england)","","disk"
"58592",2019-06-30,"morehead city","us","disk"
"21293",2020-01-02,"moreno valley","us","disk"
"52939",2019-06-01,"morgan hill","us","disk"
"87917",2019-09-05,"morgan hill","us","disk"
"7786",2020-10-08,"morganton","us","disk"
"36942",2020-03-23,"morgantown","us","disk"
"37210",2020-03-25,"morgantown","us","disk"
"36118",2019-03-20,"morning sun","us","disk"
"47041",2019-05-15,"morocco (sidi yahia u.s. naval facility)","","disk"
"49281",2020-05-25,"morongo valley","us","disk"
"52560",2019-06-01,"morrice","us","disk"
"58715",2019-06-30,"morrice (near)","us","disk"
"27771",2020-01-06,"morris","us","disk"
"7893",2020-10-08,"morrisdale","us","disk"
"70198",2020-07-06,"morrison","us","disk"
"66083",2020-07-23,"morristown","us","disk"
"74844",2019-08-18,"morrow","us","disk"
"11033",2020-11-16,"morrow county","us","disk"
"565",2019-10-01,"mosheim","us","disk"
"56609",2020-06-02,"mosheim","us","disk"
"51984",2020-06-11,"moss beach","us","disk"
"2081",2019-10-15,"moss bluff","us","disk"
"27347",2020-01-04,"moultrie","us","disk"
"46250",2019-05-01,"moultrie/doerlin (between)","","disk"
"39645",2019-04-10,"moundhouse","","disk"
"5653",2020-10-28,"moundsville","us","disk"
"45860",2020-05-10,"mount airy","us","disk"
"24334",2020-12-03,"mount dora","us","disk"
"25022",2019-01-25,"mount hope/binbrook (canada)","","disk"
"74077",2020-08-15,"mount olive","us","disk"
"59933",2019-06-06,"mount pinos (beyond ski area parking)","","disk"
"60958",2020-07-10,"mount prospect","us","disk"
"75671",2020-08-20,"mount pulaski","us","disk"
"26972",2020-01-31,"mount vernon","us","disk"
"61647",2019-07-01,"mount vernon","us","disk"
"87172",2019-09-30,"mount vernon","us","disk"
"88004",2020-09-05,"mount washington","us","disk"
"54974",2020-06-15,"mountain","us","disk"
"1124",2020-10-12,"mountain city","us","disk"
"21233",2020-01-02,"mountain city","us","disk"
"30174",2020-02-17,"mountain view","us","disk"
"71064",2020-07-09,"mountlake terrace (seattle)","us","disk"
"83097",2020-09-15,"mt. comfort","us","disk"
"13325",2020-11-02,"mt. dora","us","disk"
"65435",2019-07-02,"mt. morris township","","disk"
"59268",2020-06-30,"mt. pleasant","us","disk"
"75309",2020-08-19,"mt. pleasant","us","disk"
"29356",2020-02-14,"mt. popocatepetl (mexico) live cam","","disk"
"85960",2019-09-25,"mt. prospect","","disk"
"85961",2019-09-25,"mt. prospect","","disk"
"66275",2020-07-24,"mt. snowdon (uk/wales)","","disk"
"73290",2020-08-14,"mt. st. helens volcano","","disk"
"607",2019-10-01,"mt. sterling","","disk"
"73568",2019-08-15,"mt. sterling","","disk"
"1879",2019-10-15,"mt. vernon","","disk"
"15920",2020-01-14,"mt. vernon","us","disk"
"56265",2020-06-20,"mt. vernon","us","disk"
"61449",2019-07-01,"mt. vernon","","disk"
"41798",2020-04-18,"mt. washington","us","disk"
"83866",2020-09-18,"mt.rainier/paradise","","disk"
"43414",2020-04-25,"mukilteo","us","disk"
"64792",2020-07-19,"mukilteo","us","disk"
"73039",2020-08-13,"mukilteo","us","disk"
"61650",2019-07-01,"mulliken","us","disk"
"18820",2020-12-10,"muncie","us","disk"
"71550",2020-08-10,"muncie","us","disk"
"14734",2020-11-27,"mundelein","us","disk"
"80744",2019-09-10,"mundelin","","disk"
"85693",2020-09-23,"munford","us","disk"
"39626",2019-04-10,"munich (oberschliessheim army airfield) (germany)","de","disk"
"8146",2020-10-09,"murfreesboro","us","disk"
"8300",2020-01-10,"murfreesboro","us","disk"
"41339",2020-04-16,"murfreesboro","us","disk"
"87431",2019-09-03,"murfreesboro","us","disk"
"4214",2020-10-22,"murrells inlet","us","disk"
"4215",2020-10-22,"murrells inlet","us","disk"
"49247",2020-05-25,"murrells inlet","us","disk"
"25579",2020-12-06,"murrieta","us","disk"
"49437",2020-05-26,"murrieta","us","disk"
"51697",2019-06-10,"murwillumbah (just north of) (australia)","au","disk"
"85772",2019-09-24,"muskegon","us","disk"
"50216",2019-05-31,"muskegon county (northern part)","us","disk"
"21542",2019-12-21,"myrtle beach","us","disk"
"23150",2020-12-27,"myrtle beach","us","disk"
"88211",2020-09-06,"myrtle beach","us","disk"
"18161",2019-11-09,"n state st","","disk"
"85358",2020-09-22,"naco (mexico)","us","disk"
"49046",2020-05-24,"nagoya (japan)","","disk"
"5094",2020-10-25,"nampa","us","disk"
"79964",2020-08-07,"nampa","us","disk"
"14370",2020-11-25,"nanaimo (canada)","ca","disk"
"54130",2019-06-15,"nanaimo (canada)","ca","disk"
"47028",2019-05-15,"nanakuli","us","disk"
"51636",2019-06-10,"napa","us","disk"
"59973",2019-06-06,"napa","us","disk"
"20256",2019-12-15,"naperville","us","disk"
"63418",2020-07-15,"naperville","us","disk"
"39550",2020-03-09,"naples","us","disk"
"47525",2020-05-16,"naples","us","disk"
"83596",2020-09-17,"naples","us","disk"
"59950",2019-06-06,"nas fallon","","disk"
"48392",2020-05-21,"nasa-internet tv","","disk"
"41350",2020-04-16,"nashua","us","disk"
"41351",2020-04-16,"nashua","us","disk"
"58815",2019-06-30,"nashua","us","disk"
"61536",2019-07-01,"nashua","us","disk"
"405",2020-10-11,"nashville","us","disk"
"535",2019-10-01,"nashville","us","disk"
"18894",2020-12-10,"nashville","us","disk"
"32920",2020-02-06,"nashville","us","disk"
"35957",2020-03-19,"nashville","us","disk"
"37771",2020-03-28,"nashville","us","disk"
"39832",2019-04-11,"nashville","us","disk"
"48793",2020-05-22,"nashville","us","disk"
"50112",2020-05-30,"nashville","us","disk"
"87106",2020-09-29,"nashville","us","disk"
"82476",2020-09-14,"nassau (bahamas)","","disk"
"49568",2020-05-27,"nassau county (long island)","us","disk"
"72544",2019-08-12,"natal province (s. africa&#44 east coast)","","disk"
"50738",2019-05-05,"natick","us","disk"
"65632",2020-07-02,"naugatuck","us","disk"
"2925",2020-10-17,"navarre","us","disk"
"86024",2020-09-25,"naxcivan (azerbaijan)","","disk"
"33649",2020-03-10,"neah bay (50 miles off the coast of)","us","disk"
"30620",2020-02-20,"nebo","us","disk"
"52106",2019-06-01,"nebraska","","disk"
"35028",2019-03-15,"needles","us","disk"
"10798",2019-11-16,"neenah","us","disk"
"12536",2020-01-01,"negril (jamaica)","","disk"
"30057",2019-02-17,"nellis afb (las vegas)","","disk"
"83566",2020-09-17,"nephi","us","disk"
"48045",2020-05-19,"nerja (spain)","","disk"
"1950",2019-10-15,"nesconset","us","disk"
"31204",2020-02-22,"netherlands","","disk"
"42974",2020-04-23,"nevada (on west bound airplane over northern)","","disk"
"31892",2020-02-26,"nevada (rural desert)","","disk"
"61602",2019-07-01,"nevada city","us","disk"
"60506",2020-06-08,"nevsehir (turkey)","","disk"
"37233",2020-03-25,"new-wes-valley (canada)","","disk"
"20216",2019-12-15,"new albany","us","disk"
"2735",2019-10-17,"new albany (floyd or harrison county?)","us","disk"
"52630",2019-06-01,"new bedford","us","disk"
"85114",2020-09-02,"new bedford","us","disk"
"4405",2019-10-23,"new berlin","us","disk"
"73798",2019-08-15,"new braunfels","us","disk"
"6920",2020-10-04,"new brighton","us","disk"
"86907",2019-09-29,"new brighton","us","disk"
"42117",2019-04-20,"new brunswick","us","disk"
"45189",2020-04-07,"new brunswick","us","disk"
"58595",2019-06-30,"new brunswick","us","disk"
"71530",2020-08-10,"new carlisle","us","disk"
"61469",2019-07-01,"new castle","us","disk"
"69493",2020-07-04,"new castle","us","disk"
"6323",2020-10-31,"new city","us","disk"
"23618",2020-12-29,"new cumberland","us","disk"
"45731",2019-05-10,"new danville","us","disk"
"67122",2020-07-27,"new delhi (india)","","disk"
"25637",2020-12-06,"new durham","us","disk"
"60896",2019-07-10,"new egypt","us","disk"
"34378",2020-03-12,"new glarus","us","disk"
"1125",2020-10-12,"new haven","us","disk"
"15284",2019-11-30,"new holland","us","disk"
"47657",2020-05-17,"new ipswich","us","disk"
"31429",2020-02-23,"new jersey (assumed; in-flight)","","disk"
"54146",2019-06-15,"new kensington","us","disk"
"5448",2020-10-27,"new kent county","us","disk"
"2908",2020-10-17,"new lenox","us","disk"
"30162",2020-02-17,"new london","us","disk"
"39292",2020-03-08,"new martinsville","us","disk"
"53032",2019-06-01,"new mexico","","disk"
"58656",2019-06-30,"new mexico","","disk"
"59636",2020-06-04,"new mexico","","disk"
"38758",2020-03-05,"new mexico (above; in flight)","","disk"
"63629",2020-07-15,"new mexico (north; while fishing)","","disk"
"17486",2020-11-07,"new mumbai","","disk"
"9817",2019-11-13,"new orleans","us","disk"
"27605",2019-01-06,"new orleans","us","disk"
"45024",2020-04-06,"new orleans","us","disk"
"12156",2020-01-01,"new plymouth (new zealand)","","disk"
"22914",2020-12-25,"new port","","disk"
"24210",2020-12-31,"new port richey","us","disk"
"51987",2020-06-11,"new port richey","us","disk"
"50630",2020-05-04,"new richmond","us","disk"
"73564",2019-08-15,"new river (guyana)","","disk"
"3557",2020-10-20,"new rochelle","us","disk"
"40064",2019-04-01,"new rochelle","us","disk"
"69449",2020-07-04,"new rochelle","us","disk"
"71714",2020-08-11,"new westminster (canada)","ca","disk"
"71715",2020-08-11,"new westminster (canada)","ca","disk"
"71716",2020-08-11,"new westminster (canada)","ca","disk"
"26921",2020-01-31,"new york","us","disk"
"28438",2020-02-10,"new york","us","disk"
"39216",2020-03-07,"new york","us","disk"
"58752",2019-06-30,"new york","us","disk"
"659",2019-10-01,"new york city","us","disk"
"2427",2020-10-15,"new york city","us","disk"
"6252",2019-10-31,"new york city","us","disk"
"17780",2020-11-08,"new york city","us","disk"
"21282",2020-01-02,"new york city","us","disk"
"33991",2019-03-01,"new york city","us","disk"
"42321",2020-04-20,"new york city","us","disk"
"55367",2020-06-17,"new york city","us","disk"
"55547",2019-06-18,"new york city","us","disk"
"66158",2020-07-24,"new york city","us","disk"
"69802",2020-07-04,"new york city","us","disk"
"71389",2020-08-10,"new york city","us","disk"
"71397",2020-08-10,"new york city","us","disk"
"81105",2020-09-11,"new york city","us","disk"
"83556",2020-09-17,"new york city","us","disk"
"275",2020-10-10,"new york city (bronx)","us","disk"
"13894",2020-11-23,"new york city (bronx)","us","disk"
"41633",2020-04-17,"new york city (bronx)","us","disk"
"58577",2019-06-30,"new york city (bronx)","us","disk"
"60074",2020-06-06,"new york city (bronx)","us","disk"
"80751",2019-09-10,"new york city (bronx)","us","disk"
"556",2019-10-01,"new york city (brooklyn)","us","disk"
"560",2019-10-01,"new york city (brooklyn)","us","disk"
"23080",2020-12-26,"new york city (brooklyn)","us","disk"
"27471",2020-01-05,"new york city (brooklyn)","us","disk"
"27991",2019-01-08,"new york city (brooklyn)","us","disk"
"31862",2020-02-26,"new york city (brooklyn)","us","disk"
"41334",2020-04-16,"new york city (brooklyn)","us","disk"
"41340",2020-04-16,"new york city (brooklyn)","us","disk"
"41353",2020-04-16,"new york city (brooklyn)","us","disk"
"52077",2020-06-11,"new york city (brooklyn)","us","disk"
"55201",2020-06-16,"new york city (brooklyn)","us","disk"
"58202",2020-06-28,"new york city (brooklyn)","us","disk"
"59718",2019-06-05,"new york city (brooklyn)","us","disk"
"59738",2019-06-05,"new york city (brooklyn)","us","disk"
"61183",2019-07-11,"new york city (brooklyn)","us","disk"
"71041",2019-07-09,"new york city (brooklyn)","us","disk"
"73507",2019-08-15,"new york city (brooklyn)","us","disk"
"80002",2020-08-07,"new york city (brooklyn)","us","disk"
"81403",2019-09-01,"new york city (brooklyn)","us","disk"
"84277",2020-09-19,"new york city (brooklyn)","us","disk"
"88635",2020-09-08,"new york city (brooklyn)","us","disk"
"88639",2020-09-08,"new york city (brooklyn)","us","disk"
"3178",2019-10-19,"new york city (jamaica) (queens)","us","disk"
"10312",2019-11-15,"new york city (manhattan)","us","disk"
"17376",2020-11-07,"new york city (manhattan)","us","disk"
"31260",2020-02-22,"new york city (manhattan)","us","disk"
"33487",2020-02-09,"new york city (manhattan)","us","disk"
"58205",2020-06-28,"new york city (manhattan)","us","disk"
"61583",2019-07-01,"new york city (manhattan)","us","disk"
"74708",2020-08-17,"new york city (manhattan)","us","disk"
"80846",2020-09-10,"new york city (manhattan)","us","disk"
"88989",2020-09-09,"new york city (manhattan)","us","disk"
"32655",2020-02-04,"new york city (queens)","us","disk"
"49829",2020-05-28,"new york city (queens)","us","disk"
"58206",2020-06-28,"new york city (queens)","us","disk"
"65053",2020-07-20,"new york city (queens)","us","disk"
"48056",2020-05-19,"new york city (staten island)","us","disk"
"69964",2020-07-05,"new york city (staten island)","us","disk"
"87907",2019-09-05,"new york city (throggs neck bridge)","us","disk"
"12284",2020-01-01,"new york city (time square)","us","disk"
"61478",2019-07-01,"new york mills","us","disk"
"33631",2020-03-10,"new zealand","","disk"
"65252",2020-07-21,"new zealand","","disk"
"41831",2020-04-18,"newark","us","disk"
"43499",2020-04-25,"newark","us","disk"
"58632",2019-06-30,"newark","us","disk"
"61851",2020-07-01,"newark","us","disk"
"65171",2019-07-21,"newark","us","disk"
"73359",2020-08-14,"newark","us","disk"
"78623",2020-08-31,"newark","us","disk"
"81083",2019-09-11,"newark","us","disk"
"83185",2020-09-15,"newark","us","disk"
"10331",2019-11-15,"newburgh","us","disk"
"52888",2019-06-01,"newburgh","us","disk"
"73938",2020-08-15,"newbury park","us","disk"
"65982",2020-07-23,"newcastle (australia)","au","disk"
"86476",2020-09-27,"newcastle (uk/england)","gb","disk"
"38230",2020-03-31,"newcomerstown","us","disk"
"54360",2019-06-15,"newington","us","disk"
"58796",2019-06-30,"newmarket (canada)","ca","disk"
"37516",2019-03-27,"newnan","us","disk"
"19906",2020-12-13,"newport","us","disk"
"51715",2019-06-10,"newport","us","disk"
"59498",2020-06-03,"newport","us","disk"
"63731",2020-07-15,"newport","us","disk"
"75970",2020-08-21,"newport","us","disk"
"21836",2020-12-02,"newport beach","us","disk"
"26203",2020-12-08,"newport beach","us","disk"
"26267",2020-12-08,"newport beach","us","disk"
"50130",2020-05-30,"newport beach","us","disk"
"54651",2019-06-15,"newport beach","us","disk"
"19131",2019-12-01,"newport news","us","disk"
"20533",2020-12-16,"newport news","us","disk"
"24838",2020-01-24,"newport news","us","disk"
"29442",2020-02-14,"newport news","us","disk"
"13807",2020-11-22,"newton","us","disk"
"24465",2020-01-23,"newton","us","disk"
"57808",2020-06-26,"newtown","us","disk"
"34709",2020-03-13,"niagara falls (canada)","ca","disk"
"6621",2020-10-31,"niagara park (australia)","","disk"
"16594",2020-11-05,"niagra falls (canada)","","disk"
"18",2019-10-10,"niantic","us","disk"
"71638",2019-08-11,"niantic","us","disk"
"83347",2020-09-16,"nice (france)","","disk"
"44882",2020-04-05,"niles","us","disk"
"77117",2019-08-25,"niles","us","disk"
"41686",2020-04-17,"nipomo","us","disk"
"36077",2020-03-19,"niskayuna","us","disk"
"703",2019-10-01,"nisqually","us","disk"
"3574",2020-10-20,"nixa","us","disk"
"47479",2019-05-16,"nixon","us","disk"
"80763",2019-09-10,"nixon","us","disk"
"45253",2020-04-07,"nj turnpike (exit 3)","","disk"
"43002",2020-04-23,"noblesville","us","disk"
"53205",2020-06-01,"noblesville","us","disk"
"61307",2020-07-11,"noblesville","us","disk"
"50107",2020-05-30,"nolanville","us","disk"
"57499",2019-06-25,"none","","disk"
"73222",2019-08-14,"norco (river and trail)","us","disk"
"50418",2020-05-03,"norfolk","us","disk"
"89028",2020-09-09,"norfolk","us","disk"
"52136",2019-06-01,"norfolk/nob","","disk"
"13343",2020-11-02,"normal","us","disk"
"52211",2019-06-01,"norman","us","disk"
"82685",2019-09-15,"norridgewock","us","disk"
"2892",2020-10-17,"norristown","us","disk"
"69954",2020-07-05,"north attleboro","us","disk"
"943",2020-10-01,"north battleford (canada)","ca","disk"
"77862",2019-08-28,"north bay (canada)","ca","disk"
"3021",2020-10-18,"north bend","us","disk"
"49966",2020-05-29,"north bend","us","disk"
"66717",2020-07-26,"north bennington","us","disk"
"16665",2020-11-05,"north bergen","us","disk"
"17224",2020-11-06,"north bergen","us","disk"
"52932",2019-06-01,"north bergen","us","disk"
"74938",2020-08-18,"north bergen","us","disk"
"74939",2020-08-18,"north bergen","us","disk"
"86643",2020-09-27,"north bergen","us","disk"
"77162",2020-08-25,"north carolina (western part)","","disk"
"52777",2019-06-01,"north east orlando (near altamonte springs)","","disk"
"2921",2020-10-17,"north grafton","","disk"
"63687",2020-07-15,"north haven","us","disk"
"79402",2019-08-05,"north haven","us","disk"
